,code,name
7624,MOR 331x,MOR 331x Influence and Collaboration
7625,MOR 385gm,"MOR 385gm Business, Government and Society"
7626,MOR 421,MOR 421 Social and Ethical Issues in Business
7627,MOR 431,MOR 431 Interpersonal Competence and Development
7628,MOR 451,MOR 451 Mastering Decision Making
7629,MOR 461,MOR 461 Design of Effective Organizations
7630,MOR 462,MOR 462 Management Consulting
7631,MOR 463,MOR 463 Organization Change and Development
7632,MOR 465,MOR 465 Dynamic Strategies for the Business Lifecycle
7633,MOR 466,MOR 466 Business and Environmental Sustainability
7634,MOR 467,MOR 467 Strategic Management of Innovation
7635,MOR 468,MOR 468 Cross-Cultural Negotiations: Communication and Strategy
7636,MOR 469,MOR 469 Negotiation and Persuasion
7637,MOR 470,MOR 470 Global Leadership
7638,MOR 471,MOR 471 Managing and Developing People
7639,MOR 472,"MOR 472 Power, Politics and Influence"
7640,MOR 473,MOR 473 Designing and Leading Teams
7641,MOR 475,MOR 475 The Art of Leadership - Self Discovery
7642,MOR 476,MOR 476 The Art of Leadership - Leading on a Global Stage
7643,MOR 477,MOR 477 The Art of Leadership - Change Leadership
7644,MOR 478,MOR 478 The Art of Leadership - Practical Leadership
7645,MOR 479,MOR 479 The Business of Sports
7646,MOR 492,MOR 492 Global Strategy
7647,MOR 495,MOR 495 International Management and Internship
7648,MOR 499,MOR 499 Special Topics
7649,MOR 542,MOR 542 Strategic Issues for Global Business
7650,MOR 543,MOR 543 Leading with Mindfulness and Compassion
7651,MOR 545,MOR 545 Corporate Governance and Board Leadership
7652,MOR 547,MOR 547 Mergers and Acquisitions: Integration and Organization
7653,MOR 548,MOR 548 Competitive Advantage Through People
7654,MOR 551,MOR 551 Human Capital Performance and Motivation
7655,MOR 554,MOR 554 Leading Innovation and Change
7656,MOR 555,MOR 555 Designing High Performance Organizations
7657,MOR 557,MOR 557 Strategy and Organization Consulting
7658,MOR 559,MOR 559 Strategic Renewal and Transformation
7659,MOR 560,MOR 560 Managerial Judgment and Decision-Making
7660,MOR 561,MOR 561 Strategies in High-Tech Businesses
7661,MOR 562,MOR 562 Strategic Choice and Valuation Analysis
7662,MOR 563,MOR 563 Advanced Strategy: Competing in Dynamic Environments
7663,MOR 564,MOR 564 Strategic Innovation: Creating New Markets
7664,MOR 565,MOR 565 Alliances and Cooperative Strategy
7665,MOR 566,MOR 566 Environmental Sustainability and Competitive Advantage
7666,MOR 567,MOR 567 Interpersonal Influence and Power
7667,MOR 569,MOR 569 Negotiation and Deal-Making
7668,MOR 570,MOR 570 Leading Effective Teams
7669,MOR 571,MOR 571 Leadership and Executive Development
7670,MOR 572,MOR 572 Leadership and Self-Management
7671,MOR 574a,MOR 574a Leading and Coaching: Foundations and Practicum
7672,MOR 574b,MOR 574b Leading and Coaching: Foundations and Practicum
7673,MOR 579,MOR 579 The Business of Sports Entertainment
7674,MOR 588,MOR 588 Corporate Strategy and Competitive Dynamics
7675,MOR 590,MOR 590 Directed Research
7676,MOR 592,MOR 592 Field Research in Management and Organization
7677,MOR 593,MOR 593 Independent Research in Management and Organization
7678,MOR 595,MOR 595 Internship in Management and Organization
7679,MOR 596,MOR 596 Research Practicum in Management and Organization
7680,MOR 597,MOR 597 Consulting Project in Management and Organization
7681,MOR 598,MOR 598 Special Topics
7682,MOR 599,MOR 599 Special Topics
7683,MOR 601,MOR 601 Seminar in Organizational Behavior
7684,MOR 602,MOR 602 Seminar in Organization Theory
7685,MOR 603,MOR 603 Seminar in Strategic Management
7686,MOR 604,MOR 604 Research Methods in Strategy and Organization
7687,MOR 605,MOR 605 Research Methods in Organizational Behavior
7688,MOR 621,MOR 621 Research Forum
7689,MOR 699,MOR 699 Special Topics
7690,MOR 790,MOR 790 Research
7691,MPEM 201,MPEM 201 Individual Instruction
7692,MPEM 301,MPEM 301 Individual Instruction
7693,MPEM 390,MPEM 390 Special Problems
7694,MPEM 450,MPEM 450 Collegium Workshop
7695,MPEM 490x,MPEM 490x Directed Research
7696,MPEM 499,MPEM 499 Special Topics
7697,MPEM 501,MPEM 501 Individual Instruction
7698,MPEM 553,MPEM 553 Individual Instruction
7699,MPEM 554,MPEM 554 Graduate Certificate Performance
7700,MPEM 590,MPEM 590 Directed Research
7701,MPEM 599,MPEM 599 Special Topics
7702,MPEM 650,MPEM 650 Collegium Directing
7703,MPEM 653,MPEM 653 Performance
7704,MPEM 754,MPEM 754 Artist Diploma Performance
7705,MPEM 790,MPEM 790 Research
7706,MPGU 101x,MPGU 101x Non-Major Beginning Individual Instruction
7707,MPGU 120a,MPGU 120a Beginning Pop/Rock Guitar
7708,MPGU 120b,MPGU 120b Beginning Pop/Rock Guitar
7709,MPGU 120c,MPGU 120c Beginning Pop/Rock Guitar
7710,MPGU 120d,MPGU 120d Beginning Pop/Rock Guitar
7711,MPGU 121,MPGU 121 Intensive Beginning Pop/Rock Guitar
7712,MPGU 125,MPGU 125 Beginning Fingerstyle/Chord Guitar
7713,MPGU 126,MPGU 126 Easy Fingerstyle Beatles
7714,MPGU 145,MPGU 145 Guitar Proficiency for the Pop Guitarist
7715,MPGU 150,MPGU 150 Functional Skills for the Popular Guitarist
7716,MPGU 153,MPGU 153 Individual Instruction
7717,MPGU 158,MPGU 158 Guitarists in the U.S.
7718,MPGU 159,MPGU 159 Functional Skills for Studio Guitarists I
7719,MPGU 160a,MPGU 160a Functional Skills for the Jazz Guitarist
7720,MPGU 160b,MPGU 160b Functional Skills for the Jazz Guitarist
7721,MPGU 253,MPGU 253 Individual Instruction
7722,MPGU 257,MPGU 257 Classical Guitar Performance Class
7723,MPGU 258,MPGU 258 Functional Skills for Studio Guitarists I
7724,MPGU 259,MPGU 259 Functional Skills for Classical Guitarists I
7725,MPGU 260,MPGU 260 Improvising and Arranging for Jazz Guitar
7726,MPGU 300x,MPGU 300x Non-Major Individual Instruction
7727,MPGU 301,MPGU 301 Individual Instruction
7728,MPGU 335,MPGU 335 Jazz Guitar Master Class
7729,MPGU 353,MPGU 353 Individual Instruction
7730,MPGU 357,MPGU 357 Advanced Classical Guitar Techniques
7731,MPGU 358,MPGU 358 Performance Practices for Studio Guitarists
7732,MPGU 390,MPGU 390 Special Problems
7733,MPGU 415,MPGU 415 Studio Guitar Pedagogy
7734,MPGU 416,MPGU 416 Evolution of the Guitar in the United States
7735,MPGU 417,MPGU 417 Classical Guitar Pedagogy
7736,MPGU 420,MPGU 420 Guitar Styles
7737,MPGU 426,MPGU 426 Classical Guitar History and Literature
7738,MPGU 427,MPGU 427 Advanced Topics in Classical Guitar History and Literature
7739,MPGU 428a,MPGU 428a Improvisation and Arranging for Guitarists
7740,MPGU 428b,MPGU 428b Improvisation and Arranging for Guitarists
7741,MPGU 453,MPGU 453 Individual Instruction
7742,MPGU 457,MPGU 457 Classical Guitar Performance Class
7743,MPGU 458,MPGU 458 Current Electric Guitar Styles
7744,MPGU 459,MPGU 459 Functional Skills for Classical Guitarists II
7745,MPGU 460,MPGU 460 Advanced Improvising and Arranging for Jazz Guitar
7746,MPGU 462,MPGU 462 Recording and Producing Techniques for the Guitarist
7747,MPGU 490x,MPGU 490x Directed Research
7748,MPGU 499,MPGU 499 Special Topics
7749,MPGU 501,MPGU 501 Individual Instruction
7750,MPGU 553,MPGU 553 Individual Instruction
7751,MPGU 554,MPGU 554 Graduate Certificate Performance
7752,MPGU 557,MPGU 557 Advanced Classical Guitar Performance Class
7753,MPGU 558,MPGU 558 Advanced Studio Guitar Performance Class
7754,MPGU 590,MPGU 590 Directed Research
7755,MPGU 599,MPGU 599 Special Topics
7756,MPGU 653,MPGU 653 Performance
7757,MPGU 754,MPGU 754 Artist Diploma Performance
7758,MPGU 790,MPGU 790 Research
7759,MPHY 572,MPHY 572 Medical Physiology I
7760,MPHY 573,MPHY 573 Medical Physiology II
7761,MPHY 590,MPHY 590 Directed Research
7762,MPHY 594a,MPHY 594a Master's Thesis
7763,MPHY 594b,MPHY 594b Master's Thesis
7764,MPHY 594z,MPHY 594z Master's Thesis
7765,MPHY 596,MPHY 596 Internship for Curricular Practical Training
7766,MPKS 150a,MPKS 150a Beginning Piano
7767,MPKS 150b,MPKS 150b Beginning Piano
7768,MPKS 150c,MPKS 150c Beginning Piano
7769,MPKS 150d,MPKS 150d Beginning Piano
7770,MPKS 153,MPKS 153 Individual Instruction
7771,MPKS 160a,MPKS 160a Functional Skills for Keyboard Majors I
7772,MPKS 160b,MPKS 160b Functional Skills for Keyboard Majors I
7773,MPKS 170a,MPKS 170a Introduction to Piano Repertoire and Performance
7774,MPKS 170b,MPKS 170b Introduction to Piano Repertoire and Performance
7775,MPKS 228,MPKS 228 Four-Hand Keyboard Repertoire
7776,MPKS 250a,MPKS 250a Keyboard Instruction I
7777,MPKS 250b,MPKS 250b Keyboard Instruction I
7778,MPKS 253,MPKS 253 Individual Instruction
7779,MPKS 260a,MPKS 260a Functional Skills for Keyboard Majors II
7780,MPKS 260b,MPKS 260b Functional Skills for Keyboard Majors II
7781,MPKS 300x,MPKS 300x Non-Major Individual Instruction
7782,MPKS 301,MPKS 301 Individual Instruction
7783,MPKS 350a,MPKS 350a Keyboard Instruction II
7784,MPKS 350b,MPKS 350b Keyboard Instruction II
7785,MPKS 353,MPKS 353 Individual Instruction
7786,MPKS 360a,MPKS 360a Accompanying
7787,MPKS 360b,MPKS 360b Accompanying
7788,MPKS 390,MPKS 390 Special Problems
7789,MPKS 431a,MPKS 431a Piano Pedagogy: Introduction and Practicum
7790,MPKS 431b,MPKS 431b Piano Pedagogy: Introduction and Practicum
7791,MPKS 435,MPKS 435 Technology of the Pianoforte and Harpsichord
7792,MPKS 450a,MPKS 450a Piano Pedagogy: Intermediate Literature and Functional Skills
7793,MPKS 450b,MPKS 450b Piano Pedagogy: Intermediate Literature and Functional Skills
7794,MPKS 453,MPKS 453 Individual Instruction
7795,MPKS 472a,MPKS 472a Piano History and Literature
7796,MPKS 472b,MPKS 472b Piano History and Literature
7797,MPKS 481,MPKS 481 Interpretation of Baroque Music
7798,MPKS 490x,MPKS 490x Directed Research
7799,MPKS 499,MPKS 499 Special Topics
7800,MPKS 501,MPKS 501 Individual Instruction
7801,MPKS 520,MPKS 520 Special Studies in Solo Repertoire for Piano
7802,MPKS 553,MPKS 553 Individual Instruction
7803,MPKS 554,MPKS 554 Graduate Certificate Performance
7804,MPKS 560,MPKS 560 Song Interpretation Master Class
7805,MPKS 561,MPKS 561 Chamber Music Interpretation Master Class
7806,MPKS 590,MPKS 590 Directed Research
7807,MPKS 599,MPKS 599 Special Topics
7808,MPKS 653,MPKS 653 Performance
7809,MPKS 754,MPKS 754 Artist Diploma Performance
7810,MPKS 790,MPKS 790 Research
7811,MPPM 100,MPPM 100 Popular Music Forum
7812,MPPM 120,MPPM 120 Popular Music Performance I
7813,MPPM 153,MPPM 153 Individual Instruction
7814,MPPM 240,MPPM 240 Drumming Proficiency for the Popular Musician
7815,MPPM 250,MPPM 250 Keyboard Proficiency for the Popular Musician
7816,MPPM 253,MPPM 253 Individual Instruction
7817,MPPM 300x,MPPM 300x Non-Major Individual Instruction
7818,MPPM 301,MPPM 301 Individual Instruction
7819,MPPM 320,MPPM 320 Popular Music Performance II
7820,MPPM 325a,MPPM 325a Arranging in Popular Music
7821,MPPM 325b,MPPM 325b Arranging in Popular Music
7822,MPPM 340,MPPM 340 Intermediate Drum Set Proficiency
7823,MPPM 350g,MPPM 350g A History of Popular Music
7824,MPPM 353,MPPM 353 Individual Instruction
7825,MPPM 370,MPPM 370 The Vocal Edge: Contemporary Vocal Performance Techniques
7826,MPPM 420,MPPM 420 Popular Music Performance Styles and Genres
7827,MPPM 450a,MPPM 450a Final Project
7828,MPPM 450b,MPPM 450b Final Project
7829,MPPM 453,MPPM 453 Individual Instruction
7830,MPPM 490x,MPPM 490x Directed Research
7831,MPPM 499,MPPM 499 Special Topics
7832,MPPM 501,MPPM 501 Individual Instruction
7833,MPPM 590,MPPM 590 Directed Research
7834,MPPM 599,MPPM 599 Special Topics
7835,MPPM 790,MPPM 790 Research
7836,MPST 101x,MPST 101x Non-Major Beginning Individual Instruction
7837,MPST 153,MPST 153 Individual Instruction
7838,MPST 163,MPST 163 Class Harp
7839,MPST 253,MPST 253 Individual Instruction
7840,MPST 262,MPST 262 Double Bass Performance Class
7841,MPST 263,MPST 263 Harp Performance Class
7842,MPST 300x,MPST 300x Non-Major Individual Instruction
7843,MPST 301,MPST 301 Individual Instruction
7844,MPST 353,MPST 353 Individual Instruction
7845,MPST 390,MPST 390 Special Problems
7846,MPST 453,MPST 453 Individual Instruction
7847,MPST 462,MPST 462 Double Bass Performance Class
7848,MPST 463,MPST 463 Harp Performance Class
7849,MPST 471a,MPST 471a String Pedagogy
7850,MPST 471b,MPST 471b String Pedagogy
7851,MPST 472,MPST 472 Orchestra Repertoire--Strings
7852,MPST 490x,MPST 490x Directed Research
7853,MPST 499,MPST 499 Special Topics
7854,MPST 501,MPST 501 Individual Instruction
7855,MPST 553,MPST 553 Individual Instruction
7856,MPST 554,MPST 554 Graduate Certificate Performance
7857,MPST 590,MPST 590 Directed Research
7858,MPST 599,MPST 599 Special Topics
7859,MPST 653,MPST 653 Performance
7860,MPST 754,MPST 754 Artist Diploma Performance
7861,MPST 790,MPST 790 Research
7862,MPTX 500,MPTX 500 Molecular Pharmacology and Toxicology I
7863,MPTX 501,MPTX 501 Molecular Pharmacology and Toxicology II
7864,MPTX 502,MPTX 502 Pharmacology
7865,MPTX 510,MPTX 510 Topics in Pharmacology: the Other Side of Drugs
7866,MPTX 511,MPTX 511 Introduction to Medical Product Regulation
7867,MPTX 512,MPTX 512 Regulation of Pharmaceutical and Biological Products
7868,MPTX 513,MPTX 513 Regulation of Medical Devices and Diagnostics
7869,MPTX 514,MPTX 514 Regulation of Food and Dietary Supplements
7870,MPTX 515,MPTX 515 Quality Systems and Standards
7871,MPTX 516,MPTX 516 Medical Products and the Law
7872,MPTX 517,MPTX 517 Structure and Management of Clinical Trials
7873,MPTX 518,MPTX 518 Writing Regulatory Drug Submissions
7874,MPTX 519,MPTX 519 Global Regulation of Medical Products
7875,MPTX 520,MPTX 520 Toxicology and the Media
7876,MPTX 522,MPTX 522 Introduction to Clinical Trial Design and Statistics
7877,MPTX 524,MPTX 524 Introduction to Food Science and Technology
7878,MPTX 526,MPTX 526 Chemistry Manufacturing and Controls
7879,MPTX 531,MPTX 531 Cell Biology
7880,MPTX 561,MPTX 561 Molecular Biology
7881,MPTX 571,MPTX 571 Biochemistry
7882,MPTX 572,MPTX 572 Medical Physiology I
7883,MPTX 573,MPTX 573 Medical Physiology II
7884,MPTX 590,MPTX 590 Directed Research
7885,MPTX 594a,MPTX 594a Master's Thesis
7886,MPTX 594b,MPTX 594b Master's Thesis
7887,MPTX 594z,MPTX 594z Master's Thesis
7888,MPTX 596,MPTX 596 Internship for Curricular Practical Training
7889,MPTX 599,MPTX 599 Special Topics
7890,MPTX 602,"MPTX 602 Science, Research and Ethics"
7891,MPTX 630,MPTX 630 Directed Field-Research Project
7892,MPTX 700,MPTX 700 Seminar in Molecular Pharmacology and Toxicology
7893,MPTX 790,MPTX 790 Research
7894,MPTX 794a,MPTX 794a Doctoral Dissertation
7895,MPTX 794b,MPTX 794b Doctoral Dissertation
7896,MPTX 794c,MPTX 794c Doctoral Dissertation
7897,MPTX 794d,MPTX 794d Doctoral Dissertation
7898,MPTX 794z,MPTX 794z Doctoral Dissertation
7899,MPVA 101x,MPVA 101x Non-Major Beginning Individual Instruction
7900,MPVA 140,MPVA 140 Vocal Production for Musical Theatre
7901,MPVA 141,MPVA 141 Class Voice
7902,MPVA 150,MPVA 150 Musical Theatre Song Interpretation: Tin Pan Alley Era
7903,MPVA 153,MPVA 153 Individual Instruction
7904,MPVA 203a,MPVA 203a Acting for Singers I
7905,MPVA 203b,MPVA 203b Acting for Singers I
7906,MPVA 241,MPVA 241 Intermediate Class Voice
7907,MPVA 253,MPVA 253 Individual Instruction
7908,MPVA 260,MPVA 260 Italian Language and Diction
7909,MPVA 261,MPVA 261 French Language and Diction
7910,MPVA 262,MPVA 262 German Language and Diction
7911,MPVA 300x,MPVA 300x Non-Major Individual Instruction
7912,MPVA 301,MPVA 301 Individual Instruction
7913,MPVA 353,MPVA 353 Individual Instruction
7914,MPVA 390,MPVA 390 Special Problems
7915,MPVA 402,MPVA 402 Musical Theatre Workshop I
7916,MPVA 403,MPVA 403 Acting for Singers II
7917,MPVA 404,MPVA 404 Word and Music in Opera
7918,MPVA 405,MPVA 405 USC Opera
7919,MPVA 406,MPVA 406 Opera Coaching Techniques
7920,MPVA 407,MPVA 407 Directing for the Operatic Stage
7921,MPVA 412,MPVA 412 Musical Theatre Workshop II
7922,MPVA 422,MPVA 422 Musical Theatre Vocal Book Preparation
7923,MPVA 438,MPVA 438 Foundations of Vocology
7924,MPVA 440,MPVA 440 Italian and French Diction
7925,MPVA 441,MPVA 441 English and German Diction
7926,MPVA 442,MPVA 442 Introduction to the International Phonetic Alphabet
7927,MPVA 443,MPVA 443 Cantata and Oratorio
7928,MPVA 453,MPVA 453 Individual Instruction
7929,MPVA 479,MPVA 479 Song Literature
7930,MPVA 490x,MPVA 490x Directed Research
7931,MPVA 499,MPVA 499 Special Topics
7932,MPVA 501,MPVA 501 Individual Instruction
7933,MPVA 540,MPVA 540 Special Studies in Vocal Literature
7934,MPVA 541,MPVA 541 Advanced Vocology
7935,MPVA 542,MPVA 542 Vocal Pedagogy Teaching Practicum
7936,MPVA 553,MPVA 553 Individual Instruction
7937,MPVA 554,MPVA 554 Graduate Certificate Performance
7938,MPVA 560,MPVA 560 Graduate Italian Diction
7939,MPVA 561,MPVA 561 Graduate French Diction
7940,MPVA 562,MPVA 562 Graduate German Diction
7941,MPVA 590,MPVA 590 Directed Research
7942,MPVA 599,MPVA 599 Special Topics
7943,MPVA 653,MPVA 653 Individual Instruction
7944,MPVA 754,MPVA 754 Artist Diploma Performance
7945,MPVA 790,MPVA 790 Research
7946,MPWP 101x,MPWP 101x Non-Major Beginning Individual Instruction
7947,MPWP 153,MPWP 153 Individual Instruction
7948,MPWP 252,MPWP 252 Individual Instrument Performance Class I
7949,MPWP 253,MPWP 253 Individual Instruction
7950,MPWP 300x,MPWP 300x Non-Major Individual Instruction
7951,MPWP 301,MPWP 301 Individual Instruction
7952,MPWP 353,MPWP 353 Individual Instruction
7953,MPWP 390,MPWP 390 Special Problems
7954,MPWP 440,MPWP 440 Drum Set for Classical Percussionists
7955,MPWP 452,MPWP 452 Individual Instrument Performance Class II
7956,MPWP 453,MPWP 453 Individual Instruction
7957,MPWP 480,MPWP 480 Brass Pedagogy Practicum
7958,MPWP 481,MPWP 481 Interpretation of Baroque Music
7959,MPWP 482,"MPWP 482 Interpretation of Classic, Romantic, and 20th Century Wind and Percussion Music"
7960,MPWP 490x,MPWP 490x Directed Research
7961,MPWP 499,MPWP 499 Special Topics
7962,MPWP 501,MPWP 501 Individual Instruction
7963,MPWP 551,MPWP 551 Individual Instrument Performance Class III
7964,MPWP 553,MPWP 553 Individual Instruction
7965,MPWP 554,MPWP 554 Graduate Certificate Performance
7966,MPWP 590,MPWP 590 Directed Research
7967,MPWP 599,MPWP 599 Special Topics
7968,MPWP 653,MPWP 653 Performance
7969,MPWP 754,MPWP 754 Artist Diploma Performance
7970,MPWP 790,MPWP 790 Research
7971,MS 101,MS 101 Foundations of Officership
7972,MS 102,MS 102 Basic Leadership
